--------------------------------------------------
-- Xero Detailed Dump Output (Sequential)
--------------------------------------------------
-- Game: ⚔️Build to Defend Loot
-- PlaceId: 96280251181127
-- JobId: c5acaac8-4187-4d97-876d-1c8c0430751f
-- Time: 2026-09-13 23:06:55
--------------------------------------------------
-- [Service]: Workspace
Workspace [Workspace] -- [Model] | FullPath: Workspace | Props: {PrimaryPart=None, ChildrenCount=25} | Attrs: {KM_IVF_GLOBAL_SAFE=0, 0, 0, KM_IVF_Y_AXIS_P=240, KM_IVF_X_AXIS_N=0, KM_IVF_Z_AXIS_P=0, KM_IVF_Z_AXIS_N=0, KM_IVF_Y_AXIS_N=-6, KM_IVF_X_AXIS_P=0}
 Camera [Camera] -- [Camera] | FullPath: Workspace.Camera | Attrs: {SHAKE_OFFSET=0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, SHAKE_SIZE=0}
  AudioListener [AudioListener] -- [AudioListener] | FullPath: Workspace.Camera.AudioListener
   Wire [Wire] -- [Wire] | FullPath: Workspace.Camera.AudioListener.Wire
  Folder [Folder] -- [Folder] | FullPath: Workspace.Camera.Folder
 CollectCoin [Sound] -- [Sound] | FullPath: Workspace.CollectCoin
 Gameplay [Folder] -- [Folder] | FullPath: Workspace.Gameplay
  ConveyorDestroyer [Part] -- [Part] | FullPath: Workspace.Gameplay.ConveyorDestroyer | Props: {Position=(-30.50, 0.50, 253.50), Size=(18.00, 16.00, 2.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=1.00, Reflectance=0}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(46.60, -13.90, 330.70), Size=(10.40, 5.20, 13.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(40.10, -13.90, 346.30), Size=(15.60, 5.20, 20.80), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(59.60, -15.20, 329.40), Size=(7.80, 2.60, 2.60), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(57.00, -12.60, 355.40), Size=(7.80, 18.20, 18.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(51.80, -15.20, 367.10), Size=(18.20, 2.60, 10.40), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   SeaRock [Model] -- [Model] | FullPath: Workspace.Map.Rocks.SeaRock | Props: {PrimaryPart=None, ChildrenCount=14}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(76.50, -16.00, -363.00), Size=(7.00, 1.00, 4.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(67.00, -15.50, -366.00), Size=(2.00, 7.00, 9.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(66.00, -14.00, -363.50), Size=(6.00, 5.00, 7.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(74.00, -16.00, -368.00), Size=(3.00, 1.00, 5.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(70.00, -14.50, -360.50), Size=(9.00, 4.00, 6.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(68.50, -15.50, -358.50), Size=(6.00, 2.00, 8.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(67.00, -16.00, -369.00), Size=(5.00, 1.00, 9.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(62.00, -16.00, -366.00), Size=(3.00, 1.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(61.50, -16.00, -361.00), Size=(7.00, 1.00, 4.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(72.00, -15.00, -365.00), Size=(3.00, 7.00, 7.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(68.50, -16.00, -356.50), Size=(4.00, 1.00, 10.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(62.50, -15.50, -361.00), Size=(4.00, 2.00, 5.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(75.50, -15.50, -363.00), Size=(4.00, 2.00, 5.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(74.50, -16.00, -358.00), Size=(3.00, 1.00, 2.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   SeaRock [Model] -- [Model] | FullPath: Workspace.Map.Rocks.SeaRock | Props: {PrimaryPart=None, ChildrenCount=14}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-360.90, -15.10, 3.90), Size=(8.40, 2.80, 14.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-346.90, -15.10, -3.10), Size=(19.60, 2.80, 11.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-332.90, -15.10, 2.50), Size=(8.40, 2.80, 5.60), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-334.30, -13.70, 19.30), Size=(16.80, 5.60, 22.40), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-352.50, -12.30, 9.50), Size=(8.40, 19.60, 19.60), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-328.70, -15.10, 19.30), Size=(11.20, 2.80, 28.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-348.30, -9.50, 26.30), Size=(16.80, 14.00, 19.60), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-363.70, -15.10, 23.50), Size=(14.00, 2.80, 25.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-339.90, -10.90, 15.10), Size=(25.20, 11.20, 16.80), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-341.30, -13.70, 36.10), Size=(11.20, 5.60, 14.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-355.30, -15.10, 37.50), Size=(8.40, 2.80, 2.80), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-346.90, -13.70, -0.30), Size=(11.20, 5.60, 14.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-341.30, -15.10, 38.90), Size=(19.60, 2.80, 11.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(-355.30, -13.70, 23.50), Size=(5.60, 19.60, 25.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   SeaRock [Model] -- [Model] | FullPath: Workspace.Map.Rocks.SeaRock | Props: {PrimaryPart=None, ChildrenCount=14}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(286.90, -10.90, -45.90), Size=(25.20, 11.20, 16.80), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(293.90, -13.70, -30.50), Size=(11.20, 5.60, 14.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(307.90, -15.10, -34.70), Size=(8.40, 2.80, 14.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(279.90, -15.10, -33.30), Size=(8.40, 2.80, 5.60), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(302.30, -15.10, -68.30), Size=(8.40, 2.80, 2.80), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(295.30, -9.50, -57.10), Size=(16.80, 14.00, 19.60), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(293.90, -15.10, -27.70), Size=(19.60, 2.80, 11.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(281.30, -13.70, -50.10), Size=(16.80, 5.60, 22.40), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(275.70, -15.10, -50.10), Size=(11.20, 2.80, 28.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(288.30, -13.70, -66.90), Size=(11.20, 5.60, 14.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(310.70, -15.10, -54.30), Size=(14.00, 2.80, 25.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(288.30, -15.10, -69.70), Size=(19.60, 2.80, 11.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(302.30, -13.70, -54.30), Size=(5.60, 19.60, 25.20), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Rocks.SeaRock.Part | Props: {Position=(299.50, -12.30, -40.30), Size=(8.40, 19.60, 19.60), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
  Landscape [Folder] -- [Folder] | FullPath: Workspace.Map.Landscape
   Grass [Model] -- [Model] | FullPath: Workspace.Map.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-87.00, -11.50, 281.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-90.00, -11.50, 280.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-88.00, -10.00, 278.00), Size=(1.00, 13.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   Grass [Model] -- [Model] | FullPath: Workspace.Map.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-300.00, -10.00, 161.00), Size=(1.00, 13.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-297.00, -11.50, 160.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-298.00, -11.50, 163.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   Grass [Model] -- [Model] | FullPath: Workspace.Map.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-296.00, -10.00, -112.00), Size=(1.00, 13.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-293.00, -11.50, -113.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(-294.00, -11.50, -110.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   Grass [Model] -- [Model] | FullPath: Workspace.Map.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(246.00, -10.00, -91.00), Size=(1.00, 13.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(248.00, -11.50, -93.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(245.00, -11.50, -94.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   Grass [Model] -- [Model] | FullPath: Workspace.Map.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(203.00, -10.00, 276.00), Size=(1.00, 13.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(201.00, -11.50, 278.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(204.00, -11.50, 279.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
   Grass [Model] -- [Model] | FullPath: Workspace.Map.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(119.00, -11.50, -355.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(117.00, -10.00, -353.00), Size=(1.00, 13.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
    Part [Part] -- [Part] | FullPath: Workspace.Map.Landscape.Grass.Part | Props: {Position=(116.00, -11.50, -356.00), Size=(1.00, 10.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
  Plots [Folder] -- [Folder] | FullPath: Workspace.Map.Plots
   Base4 [Folder] -- [Folder] | FullPath: Workspace.Map.Plots.Base4
    Expansion1 [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1 | Props: {PrimaryPart=Land, ChildrenCount=3}
     Land [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Land | Props: {Position=(-133.00, -12.00, -2.00), Size=(75.00, 9.00, 75.00), Anchored=true, CanCollide=true, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
     Landscape [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape | Props: {PrimaryPart=None, ChildrenCount=9}
      Bush [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Bush | Props: {PrimaryPart=None, ChildrenCount=2}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Bush.Part | Props: {Position=(-149.00, -4.00, 1.00), Size=(11.00, 7.00, 7.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Bush.Part | Props: {Position=(-146.00, -5.00, 8.00), Size=(7.00, 5.00, 9.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
      Grass [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Grass.Part | Props: {Position=(-125.00, -5.00, -20.00), Size=(1.00, 5.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Grass.Part | Props: {Position=(-123.00, -5.50, -18.00), Size=(1.00, 4.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Grass.Part | Props: {Position=(-122.00, -6.00, -20.00), Size=(1.00, 3.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
      Rock [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Rock | Props: {PrimaryPart=None, ChildrenCount=2}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Rock.Part | Props: {Position=(-146.50, -5.00, -24.00), Size=(7.00, 5.00, 6.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Rock.Part | Props: {Position=(-151.50, -6.00, -19.50), Size=(8.00, 3.00, 6.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
      Tree [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Tree | Props: {PrimaryPart=None, ChildrenCount=2}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Tree.Part | Props: {Position=(-133.00, -3.00, 22.00), Size=(3.00, 5.00, 3.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Tree.Part | Props: {Position=(-133.00, -6.50, 22.00), Size=(1.00, 2.00, 1.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
      Tree [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Tree | Props: {PrimaryPart=None, ChildrenCount=2}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Tree.Part | Props: {Position=(-105.50, 1.00, -3.50), Size=(4.00, 11.00, 4.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
       Part [Part] -- [Part] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Tree.Part | Props: {Position=(-105.50, -6.00, -3.50), Size=(2.00, 3.00, 2.00), Anchored=true, CanCollide=false, Material=Plastic, Transparency=0.00, Reflectance=0} | Attrs: {Material=GRASS}
      Grass [Model] -- [Model] | FullPath: Workspace.Map.Plots.Base4.Expansion1.Landscape.Grass | Props: {PrimaryPart=None, ChildrenCount=3}
